,0,1,2,3
0,0.164142,0.218606,0.056536699999999995,1.0
1,0.164866,0.220102,0.0401614,1.0
2,0.165972,0.221808,0.00953568,2.0
3,0.167207,0.2259,-0.00957953,2.0
4,0.168286,0.226808,-0.012406100000000002,2.0
5,0.16923900000000003,0.227771,-0.0124089,2.0
6,0.170271,0.228704,-0.012977700000000002,1.0
7,0.171208,0.22966999999999999,-0.013934299999999998,2.0
8,0.172256,0.230613,-0.014149700000000001,1.0
9,0.216495,0.220788,-0.015098199999999999,1.0
10,0.349087,0.05640030000000001,-0.0157881,1.0
11,0.411224,-0.144757,-0.01031,2.0
12,0.42325,-0.376278,-0.00958968,0.0
13,0.438978,-0.5850850000000001,-0.010026899999999998,0.0
14,0.46494700000000005,-0.806019,-0.00958,0.0
15,0.481869,-1.01179,-0.00870389,0.0
16,0.483933,-1.06552,-0.011042100000000001,0.0
17,0.482657,-0.975237,-0.011376100000000002,0.0
18,0.46963400000000005,-0.770999,-0.00957706,0.0
19,0.457141,-0.567756,-0.010463600000000002,0.0
20,0.44275000000000003,-0.825845,-0.0131408,0.0
21,0.45449300000000004,-1.1021200000000002,-0.0120742,0.0
22,0.4691100000000001,-1.34001,-0.014797,0.0
23,0.494286,-1.54157,-0.014194700000000001,0.0
24,0.473182,-1.25539,-0.016249700000000002,0.0
25,0.464353,-1.02384,-0.0163918,0.0
26,0.45688000000000006,-1.2570000000000001,-0.0140966,0.0
27,0.4652,-1.45669,-0.014153200000000001,0.0
28,0.462254,-1.21405,-0.0153062,0.0
29,0.463463,-0.9910599999999999,-0.012679000000000001,0.0
30,0.466942,-0.7783,-0.0116125,0.0
31,0.46812700000000007,-0.77576,-0.0124453,0.0
32,0.47267000000000003,-0.9387469999999999,-0.0108001,0.0
33,0.486927,-1.1582700000000001,-0.0130814,0.0
34,0.5040399999999999,-1.36756,-0.013838,0.0
35,0.529971,-1.61531,-0.018852400000000002,0.0
36,0.526341,-1.84715,-0.021112799999999998,0.0
37,0.460275,-2.06465,-0.022627099999999997,0.0
38,0.418242,-2.27692,-0.021514099999999998,0.0
39,0.441364,-2.53238,-0.0203016,0.0
40,0.501654,-2.7795,-0.0181579,0.0
41,0.467656,-2.42446,-0.021882,0.0
42,0.42145999999999995,-2.15388,-0.0218795,0.0
43,0.37222299999999997,-1.85761,-0.0129421,0.0
44,0.332337,-1.5979400000000001,-0.0084417,0.0
45,0.301527,-1.39436,-0.0051673000000000005,0.0
46,0.28735700000000003,-1.63103,-0.00893531,0.0
47,0.30927699999999997,-1.8488200000000001,-0.0077498,0.0
48,0.320966,-2.06688,-0.011605500000000001,0.0
49,0.31879799999999997,-2.29631,-0.0141832,0.0
50,0.28620100000000004,-2.5161200000000004,-0.015339799999999999,0.0
51,0.257725,-2.73589,-0.016393099999999997,0.0
52,0.24659200000000003,-2.95396,-0.0152047,0.0
53,0.24524200000000002,-3.1724099999999997,-0.0137398,0.0
54,0.242535,-3.39316,-0.0125045,0.0
55,0.242618,-3.6137199999999994,-0.0115163,0.0
56,0.248914,-3.8309300000000004,-0.012859799999999998,0.0
57,0.261836,-4.05777,-0.0131327,0.0
58,0.26794,-4.28236,-0.0136905,0.0
59,0.262756,-4.50334,-0.014552100000000002,0.0
