4,1
10,8
12,7
15,13
17,12
21,18
23,17
26,24
28,23
32,30
34,17
40,7
41,12
46,17
47,17
53,34
60,23
61,28
65,63
71,69
76,74
78,73
79,30
81,29
97,95
104,99
105,99
108,106
110,105
113,111
115,110
116,99
